city,station_name,time,aqi,pm25,pm10,pm1,no2,so2,co,o3,humidity,temperature,pressure,wind,rain
Jakarta,The Pakubuwono Menteng,2026-05-09 23:57:13,157,157,61,131,,,,,54,30.6,,,
Depok,Cinere - Nafas,2026-05-09 23:57:11,175,175,77,155,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-06 09:00:00,-,58,26,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-06 09:00:00,-,63,32,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-06 09:00:00,-,59,28,,63,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-09 23:59:12,159,159,61,136,,,,,54,30.6,,,
Depok,Cinere - Nafas,2026-05-09 23:59:12,175,175,79,156,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-06 09:00:00,-,58,26,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-06 09:00:00,-,63,32,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-06 09:00:00,-,59,28,,63,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-09 23:59:12,159,159,61,136,,,,,54,30.6,,,
Depok,Cinere - Nafas,2026-05-09 23:59:12,175,175,79,156,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-06 09:00:00,-,58,26,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-06 09:00:00,-,63,32,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-06 09:00:00,-,59,28,,63,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-10 00:00:12,159,159,61,134,,,,,55,30.6,,,
Depok,Cinere - Nafas,2026-05-10 00:00:12,176,176,79,157,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-06 09:00:00,-,58,26,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-06 09:00:00,-,63,32,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-06 09:00:00,-,59,28,,63,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-10 00:02:16,157,157,61,133,,,,,54,30.6,,,
Depok,Cinere - Nafas,2026-05-10 00:02:12,175,175,77,156,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-06 09:00:00,-,58,26,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-06 09:00:00,-,63,32,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-06 09:00:00,-,59,28,,63,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-10 00:03:13,156,156,60,129,,,,,54,30.6,,,
Depok,Cinere - Nafas,2026-05-10 00:03:12,174,174,77,156,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-06 09:00:00,-,58,26,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-06 09:00:00,-,63,32,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-06 09:00:00,-,59,28,,63,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-10 00:05:13,161,161,64,144,,,,,55,30.6,,,
Depok,Cinere - Nafas,2026-05-10 00:05:12,173,173,76,155,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-06 09:00:00,-,58,26,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-06 09:00:00,-,63,32,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-06 09:00:00,-,59,28,,63,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-10 00:06:13,158,158,61,131,,,,,55,30.6,,,
Depok,Cinere - Nafas,2026-05-10 00:06:13,173,173,77,155,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-06 09:00:00,-,58,26,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-06 09:00:00,-,63,32,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-06 09:00:00,-,59,28,,63,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-10 00:08:13,155,155,59,126,,,,,54,30.6,,,
Depok,Cinere - Nafas,2026-05-10 00:08:12,173,173,75,153,,,,,0,0,,,
Bogor,Kabupaten Bogor Leuwiliang,2026-05-06 09:00:00,-,58,26,,4,9,0,80,,,,,
Tangerang,Tangerang Pasir Jaya,2026-05-06 09:00:00,-,63,32,,58,63,0,65,,,,,
Bekasi,Bekasi Kayuringin,2026-05-06 09:00:00,-,59,28,,63,13,0,2,,,,,
Jakarta,The Pakubuwono Menteng,2026-05-10 00:08:13,155,155,59,126,,,,,54,30.6,,,
Depok,Cinere - Nafas,2026-05-10 00:08:12,173,173,75,153,,,,,0,0,,,
